xmlns:cpt=http://iri.columbia.edu/CPT/v10/
cpt:field=prate_2AFC score, cpt:Mode=1, cpt:nrow=33, cpt:ncol=30, cpt:row=Y, cpt:col=X
	68.	69.	70.	71.	72.	73.	74.	75.	76.	77.	78.	79.	80.	81.	82.	83.	84.	85.	86.	87.	88.	89.	90.	91.	92.	93.	94.	95.	96.	97.
37.	36.707317	38.536585	43.292683	47.682927	44.756098	40.609756	36.829268	38.658537	37.439024	39.878049	45.975610	46.463415	45.487805	43.170732	41.341463	38.536585	37.073171	43.658537	49.634146	53.292683	54.146341	55.609756	54.146341	51.585366	49.878049	46.829268	43.902439	43.658537	44.390244	42.682927
36.	39.146341	42.682927	47.560976	48.414634	47.073171	44.878049	43.048780	40.731707	38.414634	40.121951	45.121951	47.926829	45.609756	44.390244	42.682927	40.121951	40.487805	45.487805	50.121951	51.951220	53.292683	55.243902	52.682927	51.341463	50.853659	47.682927	45.121951	45.243902	45.243902	46.463415
35.	43.780488	44.756098	46.219512	46.707317	47.560976	49.512195	48.292683	45.487805	42.804878	45.975610	49.878049	49.878049	49.878049	48.292683	46.463415	46.219512	45.975610	48.170732	50.243902	53.048780	55.853659	56.829268	53.780488	52.560976	51.463415	50.853659	49.756098	48.902439	50.609756	50.365854
34.	43.048780	45.487805	45.243902	45.487805	46.707317	50.487805	50.853659	47.195122	46.219512	48.658537	50.487805	50.731707	49.512195	48.048780	48.048780	48.292683	47.073171	49.146341	51.951220	54.878049	55.487805	57.926829	55.365854	52.317073	54.024390	50.731707	48.048780	48.414634	47.195122	46.463415
33.	48.292683	48.658537	48.780488	46.219512	49.024390	50.731707	50.243902	50.365854	50.853659	52.195122	52.926829	53.902439	51.341463	47.682927	47.560976	47.073171	47.682927	50.853659	53.048780	56.585366	59.878049	57.195122	56.463415	54.268293	55.365854	54.634146	53.048780	52.073171	48.414634	48.048780
32.	51.341463	51.341463	52.195122	50.731707	50.487805	51.951220	50.853659	54.268293	52.317073	55.243902	56.829268	55.243902	51.585366	46.829268	44.024390	46.219512	48.414634	51.219512	55.000000	57.804878	59.512195	56.585366	56.585366	54.878049	56.097561	56.097561	53.170732	50.000000	45.121951	43.902439
31.	53.048780	53.170732	53.292683	53.170732	51.951220	49.878049	50.975610	54.878049	55.731707	58.048780	57.317073	55.000000	52.195122	46.341463	44.390244	47.439024	49.756098	53.536585	55.243902	57.804878	58.658537	57.439024	56.829268	55.853659	55.975610	54.268293	51.341463	45.365854	36.951220	35.975610
30.	52.073171	52.317073	51.341463	49.634146	45.853659	42.682927	43.414634	53.292683	56.951220	58.048780	56.707317	55.853659	54.878049	47.682927	47.439024	48.414634	49.390244	52.073171	49.756098	53.658537	56.585366	56.463415	56.341463	54.268293	53.048780	51.585366	47.926829	39.756098	35.365854	32.195122
29.	50.731707	50.853659	49.634146	45.121951	40.975610	37.439024	36.463415	48.170732	54.268293	55.365854	57.317073	55.731707	52.682927	46.341463	46.585366	49.268293	48.658537	47.317073	45.853659	46.219512	49.390244	55.365854	52.195122	50.609756	49.268293	48.292683	43.658537	36.463415	34.512195	33.414634
28.	50.731707	50.121951	48.536585	45.121951	42.682927	40.243902	39.512195	44.512195	49.268293	49.024390	51.097561	50.975610	48.414634	44.024390	46.341463	48.902439	47.926829	45.487805	40.975610	43.292683	41.951220	43.536585	43.536585	41.341463	41.219512	43.902439	44.878049	40.609756	36.097561	35.243902
27.	50.609756	51.219512	50.609756	47.926829	44.756098	45.731707	43.170732	42.195122	43.170732	41.951220	40.609756	42.926829	43.780488	43.780488	46.341463	46.219512	42.804878	40.121951	35.853659	36.829268	41.341463	44.024390	41.341463	39.512195	41.341463	45.243902	45.975610	45.121951	40.731707	39.756098
26.	50.853659	50.731707	52.195122	49.268293	48.048780	46.219512	44.390244	41.463415	39.146341	35.365854	36.829268	38.902439	40.609756	42.317073	45.731707	44.024390	39.634146	36.707317	32.195122	35.975610	42.195122	43.048780	40.853659	40.121951	41.097561	45.243902	46.829268	45.487805	44.146341	43.170732
25.	49.268293	48.780488	49.634146	51.707317	51.585366	47.804878	45.487805	43.170732	40.853659	39.390244	41.707317	41.341463	43.658537	44.390244	48.414634	49.756098	42.682927	41.951220	38.902439	36.707317	37.073171	38.048780	39.634146	40.731707	43.902439	46.341463	45.365854	48.048780	46.463415	46.463415
24.	48.902439	49.268293	51.097561	51.463415	53.170732	49.024390	47.073171	46.463415	42.195122	39.268293	42.682927	44.756098	46.463415	45.243902	47.682927	52.560976	53.170732	50.853659	48.048780	46.219512	39.878049	35.487805	40.000000	43.414634	45.731707	45.609756	43.414634	45.365854	49.878049	49.512195
23.	50.975610	50.609756	52.804878	53.536585	53.414634	51.463415	50.731707	49.024390	45.609756	42.439024	41.219512	45.609756	44.024390	44.512195	49.024390	49.878049	52.439024	50.975610	51.341463	50.000000	43.292683	38.658537	41.463415	44.268293	42.073171	41.097561	40.853659	41.829268	45.609756	49.634146
22.	53.170732	52.926829	53.536585	54.634146	54.512195	53.536585	53.048780	52.926829	48.414634	45.121951	44.512195	44.024390	43.048780	43.170732	45.121951	46.951220	46.585366	49.268293	49.146341	49.390244	42.804878	39.146341	42.317073	40.731707	41.219512	41.097561	41.463415	42.073171	44.268293	47.926829
