xmlns:cpt=http://iri.columbia.edu/CPT/v10/
cpt:field=prate_Pearson's correlation, cpt:Mode=1, cpt:nrow=33, cpt:ncol=30, cpt:row=Y, cpt:col=X
	68.	69.	70.	71.	72.	73.	74.	75.	76.	77.	78.	79.	80.	81.	82.	83.	84.	85.	86.	87.	88.	89.	90.	91.	92.	93.	94.	95.	96.	97.
37.	-.278827	-.220335	-.067806	-.003921	-.101426	-.253070	-.343453	-.310231	-.275371	-.184796	-.068824	-.040433	-.109242	-.186841	-.261373	-.353363	-.378884	-.208079	-.060597	.025732	.084222	.118219	.114334	.084131	.045336	-.020797	-.098035	-.121242	-.150461	-.138578
36.	-.227042	-.159775	-.030169	.030047	-.027437	-.136884	-.221977	-.254386	-.300013	-.238816	-.086091	.021341	-.074196	-.142946	-.190917	-.246443	-.258659	-.138000	-.029945	.021964	.048079	.062317	.063455	.044579	.027444	-.009042	-.061006	-.072587	-.093182	-.085538
35.	-.216212	-.166650	-.097036	-.078136	-.072933	-.097880	-.130843	-.142885	-.170910	-.101482	.008022	.065896	.017022	-.058152	-.084891	-.101371	-.103739	-.037275	.029759	.059737	.069786	.076400	.080828	.060589	.055536	.044805	.013854	-.009695	-.052447	-.079805
34.	-.234311	-.190208	-.134379	-.131242	-.095309	-.083299	-.096550	-.097424	-.113825	-.050032	.027385	.058233	.031383	-.034484	-.050022	-.046191	-.036870	.006058	.052368	.072093	.074955	.078218	.085599	.062628	.059255	.045020	.000680	-.031505	-.088243	-.127031
33.	-.109904	-.094549	-.082335	-.093085	-.064680	-.062428	-.070894	-.023274	.006755	.066134	.098168	.093957	.054337	-.053486	-.063963	-.030564	.003993	.056654	.107409	.124102	.112813	.096287	.111387	.101484	.103478	.095481	.061867	.025139	-.033720	-.070221
32.	.028042	.029238	.012636	-.012569	-.012268	-.055856	-.063646	.048614	.090729	.130331	.129945	.108363	.064403	-.079377	-.087671	-.031232	.024036	.091799	.147035	.165102	.140115	.093379	.113528	.113381	.108895	.086391	.035756	-.053181	-.170967	-.190190
31.	.083851	.094039	.075146	.036050	-.005069	-.100414	-.099730	.071207	.127781	.162614	.151449	.124408	.080089	-.079011	-.090383	-.030354	.029765	.105710	.150081	.173337	.152045	.084210	.105774	.107876	.093880	.055324	-.015096	-.163819	-.327238	-.347294
30.	.035957	.046073	.008375	-.045942	-.134079	-.242286	-.233515	-.000388	.122636	.180480	.177570	.152708	.099493	-.052464	-.069393	-.031539	.002025	.049784	.023988	.051208	.099362	.077429	.090339	.088270	.049171	-.027797	-.114075	-.276513	-.420953	-.462201
29.	-.053331	-.049778	-.093767	-.166607	-.291296	-.399652	-.402088	-.141101	.059503	.142259	.150583	.129389	.065285	-.068474	-.083713	-.057544	-.047656	-.059539	-.144575	-.129223	-.045683	.008176	-.008214	-.030316	-.080878	-.152716	-.219731	-.375197	-.491482	-.520580
28.	-.049978	-.052497	-.076941	-.142021	-.254550	-.347623	-.370005	-.234811	-.094681	-.021119	.011739	.017244	-.015651	-.087324	-.071292	-.058178	-.115736	-.188643	-.297774	-.290868	-.171016	-.070062	-.153549	-.228140	-.225995	-.215080	-.228415	-.293920	-.348879	-.385286
27.	-.027022	-.029288	-.034461	-.082343	-.171239	-.247270	-.289326	-.292240	-.269183	-.252814	-.235337	-.201731	-.141796	-.126391	-.074825	-.094944	-.234043	-.327150	-.426888	-.362344	-.178763	-.096577	-.169114	-.237364	-.245911	-.235796	-.221575	-.198199	-.191984	-.222768
26.	.005805	.005585	.014873	-.012664	-.085504	-.163196	-.229117	-.304185	-.344153	-.381654	-.394926	-.352111	-.234869	-.151791	-.076619	-.114661	-.284471	-.378081	-.462284	-.380567	-.196041	-.124161	-.180920	-.232755	-.237273	-.228273	-.206469	-.137782	-.103118	-.136061
25.	.054226	.055134	.077106	.075360	.015828	-.080136	-.172859	-.229241	-.265552	-.300253	-.295665	-.260269	-.191395	-.104976	.003949	.045301	-.072924	-.143180	-.238326	-.362501	-.341256	-.262475	-.230835	-.205040	-.188041	-.187531	-.187715	-.113129	-.054736	-.086382
24.	.072546	.073052	.100817	.109066	.060256	-.032318	-.125480	-.167727	-.206209	-.228624	-.212218	-.187681	-.153912	-.098595	.017749	.126213	.124976	.088451	-.000724	-.191321	-.402740	-.415477	-.247022	-.138372	-.131746	-.180775	-.220780	-.158569	-.082808	-.060614
23.	.143516	.132544	.163504	.180656	.150037	.079729	-.001109	-.051698	-.130795	-.185360	-.203285	-.193676	-.171869	-.142878	-.043597	.081082	.133961	.117556	.039469	-.109260	-.360142	-.431233	-.249773	-.146301	-.164984	-.222307	-.258597	-.225529	-.141961	-.070231
22.	.175281	.154589	.198160	.231459	.219068	.169281	.105785	.071451	-.021654	-.098746	-.156477	-.195103	-.223425	-.233948	-.163659	-.058155	.019558	.046474	.000154	-.099417	-.316836	-.407659	-.251159	-.182391	-.207312	-.250681	-.280539	-.281451	-.191790	-.097734
21.	.195902	.170957	.221673	.264852	.266866	.234515	.187923	.176606	.091408	.004537	-.068146	-.146539	-.250438	-.311658	-.259781	-.169379	-.089949	-.032715	-.049460	-.106124	-.263541	-.355015	-.220708	-.180213	-.187772	-.204533	-.222152	-.249459	-.200051	-.108113
20.	.265223	.235668	.277938	.312924	.328961	.317011	.286811	.289395	.203310	.111274	.028332	-.057034	-.154403	-.249884	-.232322	-.170886	-.102633	-.041137	-.056722	-.069207	-.085585	-.051580	.017747	-.000810	.042242	.041835	.031654	.037930	.040200	.036448
19.	.336781	.309606	.337024	.353942	.370166	.332985	.272010	.307092	.235367	.171005	.117393	.061784	.020627	-.084802	-.109736	-.129490	-.145946	-.085332	-.088124	-.069046	.045989	.217650	.318958	.338680	.306506	.202530	.161486	.187687	.218319	.202029
18.	.399430	.379731	.401734	.406627	.411023	.343199	.258868	.315802	.262664	.221610	.217783	.206124	.206420	.133233	.082579	.000509	-.095288	-.098253	-.111876	-.099238	.037559	.209976	.329683	.386116	.376455	.269766	.230719	.271709	.319855	.334183
17.	.426088	.412998	.445639	.448915	.429960	.327658	.229850	.302404	.270414	.242789	.271120	.283427	.302021	.276393	.244407	.145799	-.009507	-.123752	-.211449	-.259538	-.124093	.058927	.210893	.299525	.350152	.287053	.263008	.315078	.366623	.399319
16.	.425922	.421912	.469164	.475947	.427135	.304231	.206346	.264071	.214524	.203900	.253468	.275294	.306145	.302705	.293008	.201594	.026292	-.134920	-.291672	-.426241	-.352610	-.178578	.010974	.147982	.253008	.236161	.231835	.303179	.363952	.404969
15.	.444872	.458414	.501927	.506418	.414475	.259931	.144833	.131604	.035091	.086679	.230202	.311348	.331576	.321484	.281271	.170458	.037040	-.065612	-.172837	-.307189	-.390611	-.400533	-.302586	-.095031	.130742	.212902	.236717	.275638	.288430	.306657
